Designation,Process,Graduation_Cleaned,Post Graduation_cleaned,Diploma_cleaned,Others_cleaned,Raw Master Category_cleaned,Notice period served,Voluntary / Forced,Gender,Rating,Band,Company,Business,Last Shifts for person,Deparment
SW-QA,Software Development,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.A.,No details,no details,no details,Personal ,0,V,F,A,A3,R1 RCM -II,Software Development,6:00 PM - 3:00 AM,Software Development
Analyst,PFS,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Management Trainee,CSSC Non-Voice,B.Com,No details,no details,no details,Personal ,0,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,M,B,A3,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PFS,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.C.A. ,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS Hospital Billing,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,B.A.,No details,no details,no details,Personal ,0,V,M,A,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,PGP,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,B.B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality,B.C.A. ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,M,B+,A2,R1 RCM -II,Quality,6:00 PM - 3:00 AM,Quality
Analyst,PFS,B.A.,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC,B.T.S.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC,B.Com,No details,no details,no details,Personal ,0,V,M,A,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Analyst,Mobile-AR,B.Com,No details,no details,no details,Personal ,0,V,M,B+,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details, Absconding,0,V,M,B+,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Return Mail,B.Sc,No details,no details,no details,Personal ,0,V,F,B+,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Analyst,CSSC,No details,No details,no details,no details,Personal ,1,V,F,Rating not available,A1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC Non-Voice,B.A.,M.C.A.,no details,no details,Personal ,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC,Bachelors ,No details,no details,no details,Personal ,0,V,M,A,A2,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Better opportunity,0,V,M,B+,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,No data available,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,F,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.A.,No details,no details,no details,Personal ,0,V,F,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality RCM 1,B.Sc,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Sc,PGDA,no details,B.H.M.,Better opportunity,0,V,M,Rating not available,A3,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PFS,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,No data available,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,FCC,B.Com,No details,no details,no details,Personal ,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,No details,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,Post Graduation,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.A.,M.A.,no details,no details,Personal ,0,V,F,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.Com,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
SW-QA,Software Development,B.E.,No details,no details,no details,Better opportunity,0,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,FCC,B.Sc,No details,no details,no details,Better opportunity,0,V,M,C,A3,R1 RCM -II,Software Development,3:00 PM - 12:00 AM,Software Development
PE-QA,Quality,Bachelors ,M.C.A.,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality RCM 1,B.Com,No details,no details,no details,Personal ,1,V,M,B+,A2,R1 RCM -II,Quality,6:00 PM - 3:00 AM,Quality
Senior Analyst,DSSC,B.A.,No details,no details,no details,Personal ,0,V,M,B+,A3,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Assistant Manager 2,Analytics,B.Sc,No details,no details,no details,Joining Family Business,0,V,M,B-,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Senior Analyst,CSSC,B.Sc,No details,no details,no details,Better opportunity,0,V,M,A,P2,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Senior Analyst,PFS,B.Com,No details,no details,no details,Shift Timings,0,V,F,Rating not available,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
PE-QA,PFS,No details,M.C.A.,no details,no details,Personal ,0,V,M,B+,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
PE-QA,Quality,B.Sc,No details,no details,no details,Abanonded,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Better opportunity,1,V,M,B+,A2,R1 RCM -II,Quality,3:00 PM - 12:00 AM,Quality
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,0,V,M,B+,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality RCM 1,B.Com,No details,no details,no details,Terminated,0,V,M,B+,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Team Coach,CSSC,B.Com,No details,no details,no details,Integrity Issue,0,F,M,B,A3,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,M,Rating not available,A3,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Com,No details,no details,no details,Personal ,1,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,No details,No details,no details,no details,Personal ,0,V,F,B+,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Associate Business Analyst,Software Development,B.C.A. ,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,No details,M.Com,no details,no details,Personal ,0,V,M,Rating not available,A3,R1 RCM -II,Software Development,3:00 PM - 12:00 AM,Software Development
Analyst,PFS,B.Sc,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Management Trainee,Birmingham Non Voice,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality RCM 1,B.Com,No details,no details,no details,Personal ,0,V,M,B,A3,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Analyst,PFS,B.Com,No details,no details,no details,Personal ,0,V,F,Rating not available,A3,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Analyst,PFS,B.Com,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Management Trainee,Quality RCM 1,B.A.,No details,no details,no details,Abanonded,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality,B.A.,No details,no details,no details,Personal ,0,V,M,B,A3,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,M,B-,A2,R1 RCM -II,Quality,3:00 PM - 12:00 AM,Quality
Analyst,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,No details,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Team Coach,PFS,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,Bachelors ,No details,no details,no details,Personal ,1,V,M,B-,A3,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,No details,No details,no details,no details,No data available,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Com,No details,no details,no details,No data available,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Team Lead,CSSC,B.Com,M.Com,no details,no details,Abanonded,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Assistant Manager 1,NOI AR,B.Sc,No details,no details,no details,Performance & Discipline,0,F,F,Rating not available,P1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Assistant Manager,CSSC,B.Com,M.C.A.,no details,no details,Better opportunity,0,V,M,B+,P1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Team Coach,CSSC,B.A.,No details,no details,no details,Better opportunity,1,V,M,B+,Manager,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Nashville-AR,B.A.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,A3,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Medical Transcription,B.Sc,No details,no details,Linux ,Personal ,0,V,F,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
PE-QA,Quality,Bachelors ,M.Sc.,no details,no details,Terminated,0,V,F,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Executive,Human Resources,B.Com,No details,no details,no details,Personal ,0,V,M,B-,A2,R1 RCM -II,Quality,6:00 PM - 3:00 AM,Quality
MT/QA-1,Medical Transcription,No details,No details,no details,no details,No data available,0,V,M,B-,A3,R1 RCM -II,Support,6:00 PM - 3:00 AM,Support
MT/QA,Medical Transcription,Bachelors ,No details,no details,no details,Performance & Discipline,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
MT/QA,Medical Transcription,Bachelors ,Post Diploma in Computer Application,no details,L.L.B. ,Abanonded,0,V,M,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
MT/QA,Medical Transcription,No details,No details,Diploma in Pharmacy ,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
MT/QA,Medical Transcription,B.A.,No details,no details,no details,Personal ,1,V,M,B-,A2,R1 RCM -II,Operations,9:00 PM - 6:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.Com,No details,no details,no details,No data available,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,No details,No details,no details,no details,Personal ,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.Sc,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.A.,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B. Pharm ,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,Abanonded,0,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Mobile-AR,Bachelors ,M.Sc.,no details,no details,Abanonded,0,V,M,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC,B.A.,No details,no details,no details,Personal ,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Nashville-AR,Bachelors ,No details,no details,no details,Better opportunity,0,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,DSSC,B.Com,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 AM - 3:00 PM,Operations
Analyst,FCC,Bachelors ,No details,no details,no details,Personal ,0,V,M,B-,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Analyst,FCC,Bachelors ,No details,no details,no details,Personal ,0,V,F,B+,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,FCC,No details,No details,no details,no details,Personal ,0,V,F,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,FCC,Bachelors ,No details,no details,no details,Abanonded,0,V,M,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
MT/QA,Medical Transcription,Bachelors ,No details,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Engineer - Quality Assurance,Software Development,B.E.,No details,no details,no details,Personal ,1,V,F,B+,A2,R1 RCM -II,Operations,6:00 AM - 3:00 PM,Operations
MT/QA,Medical Transcription,No details,No details,Diploma ,no details,Better opportunity,0,V,M,B+,A3,R1 RCM -II,Software Development,3:00 PM - 12:00 AM,Software Development
MT/QA,Medical Transcription,No details,M.C.A.,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CSSC,B.A.,M.C.A.,no details,no details,Abanonded,1,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.Sc,No details,no details,no details,Personal ,0,V,F,A,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.A.,No details,no details,no details,Personal ,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Executive,Human Resources,B.C.A. ,M.C.A.,no details,no details,Terminated,0,V,F,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,PFS,B.A.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,A2,R1 RCM -II,Support,3:00 PM - 12:00 AM,Support
Senior Analyst,CSSC,B.A.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Assistant Manager 1,CSSC,B.C.A. ,No details,no details,no details,Personal ,1,V,F,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,Bachelors ,No details,no details,no details,Better opportunity,0,V,M,Rating not available,P1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,CSSC,B.Sc,M.C.A.,no details,no details,Terminated,0,V,M,C,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,FCC,B.A.,No details,no details,no details,Personal ,1,V,F,Rating not available,A1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Milwaukee - Cash posting,B.C.A. ,No details,no details,no details,Personal ,1,V,M,B-,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Milwaukee - Cash posting,B.C.A. ,No details,no details,no details,Personal ,0,V,M,B-,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Analyst,Return Mail,B.B.A.,No details,no details,no details,Personal ,0,V,M,B-,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
MT/QA,Medical Transcription,Bachelors ,No details,no details,no details,Higher Studies,0,V,M,A,A2,R1 RCM -II,Operations,3:00 PM - 12:00 AM,Operations
Software Developer,Software Development,B.C.A. ,M.C.A.,no details,no details,No data available,0,V,M,Rating not available,A2,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Engineer - Application and Engineering,Software Development,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A3,R1 RCM -II,Software Development,6:00 PM - 3:00 AM,Software Development
